3ddc0a25,Diego Castro,2003-2018,1,ESP,es,Perth Glory FC!Sporting ...
cedc0a16,Péguy Luyindula,1999-2014,0,FRA,fr,Paris Saint-Germain!Lyon...
7a4cea18,Mathieu Valbuena,2006-2018,1,FRA,fr,Marseille!Fenerbahçe SK,...
80cdbbe1,Paul Robinson,1999-2018,1,ENG,gb-eng,Birmingham City!West Bro...
88b3f52c,Michael Owen,1997-2013,0,ENG,gb-eng,Liverpool!Newcastle Unit...
314f2124,Miranda,2004-2018,1,BRA,br,Internazionale!São Paulo...
bcaa2e93,Wendel Geraldo,2003-2017,1,BRA,br,Associação Atlética Ponte...
49c057c9,Juan Arango,2003-2017,1,VEN,ve,New York Cosmos!Mallorca...
014a3e8c,Michel Bastos,2002-2017,1,BRA,br,Sociedade Esportiva Palme...
548902cc,Manuel Pasqual,2004-2018,1,ITA,it,Fiorentina!Empoli!Arezzo
a8a6f6d5,Frode Johnsen,2000-2015,0,NOR,no,Rosenborg BK!Odds BK!Na...
4a92a8b1,Steven Hammell,2000-2018,1,SCO,gb-sco,Motherwell!Southend United
3acddfdd,Yoann Gourcuff,2003-2018,1,FRA,fr,Rennes!Lyon!Bordeaux!Milan
de544fdb,Javier Saviola,2001-2015,0,ARG,ar,Barcelona!Benfica!Monac...
57e7081e,Ricardo Carvalho,2002-2017,1,POR,pt,Shanghai SIPG FC!Chelsea...
09089343,Hernán Crespo,1998-2012,0,ARG,ar,Parma!Internazionale!La...
3b2c9cac,Matthew Taylor,2002-2018,1,ENG,gb-eng,Northampton Town!Swindon...
a6607cb6,Jérôme Leroy,1999-2015,0,FRA,fr,Rennes!Paris Saint-Germa...
d4a26b3a,Francesco Tavano,2001-2016,0,ITA,it,Empoli!Livorno!Avellino...
f1b55719,Atiba Hutchinson,2003-2018,1,CAN,ca,Beşiktaş J.K.!FC Copenha...
8a250399,Matías Fernández,2005-2018,1,CHI,cl,Santiago Wanderers!Necax...
19cda00b,Ángel Di María,2005-2018,1,ARG,ar,Paris Saint-Germain!Real...
ad340e17,Alberto Aquilani,2003-2018,1,ITA,it,Las Palmas!Roma!Fiorent...
a58bb1e1,Gareth Bale,2005-2018,1,WAL,gb-wal,Real Madrid!Tottenham Ho...
0be28faf,Scott Brown,2002-2018,1,SCO,gb-sco,Celtic!Hibernian
8778c910,Manuel Neuer,2006-2018,1,GER,de,Bayern Munich!Schalke 04
5710a281,Lucas Biglia,2004-2018,1,ARG,ar,Anderlecht!Milan!Lazio,...
1ecb65be,Theo Walcott,2005-2018,1,ENG,gb-eng,Arsenal!Everton!Southampton
e59b83c0,Lucho González,2001-2017,1,ARG,ar,Clube Atlético Paranaense...
2e8fc160,Javi Fuego,2002-2018,1,ESP,es,Espanyol!Villarreal!Spo...
12fedefa,Simone Perrotta,1998-2013,0,ITA,it,Roma!Chievo!Bari!Juventus
523d9de6,Clint Dempsey,2004-2017,1,USA,us,Seattle Sounders FC!Fulh...
76a65612,Simão Sabrosa,1999-2014,0,POR,pt,Benfica!Atlético Madrid,...
e412488f,Emanuele Calaiò,1999-2018,1,ITA,it,Parma!Siena!Napoli!Pes...
a498e276,Ashley Williams,2003-2018,1,WAL,gb-wal,Swansea City!Everton!St...
495de82c,Rickie Lambert,2002-2017,0,ENG,gb-eng,Southampton!Bristol Rove...
06cb3efe,Jérémy Clément,2003-2018,1,FRA,fr,Nancy!Saint-Étienne!Par...
54629cf9,Gabriel Heinze,1999-2014,0,ARG,ar,Paris Saint-Germain!Mars...
3e3b2fbd,Sol Campbell,1993-2011,0,ENG,gb-eng,Tottenham Hotspur!Arsena...
defb905a,Martin Škrtel,2004-2018,1,SVK,sk,Liverpool!Fenerbahçe SK,...
3200c583,Gökhan Inler,2004-2018,1,SUI,ch,İstanbul Başakşehir FK!N...
bc55bb5a,Lisandro López,2002-2018,1,ARG,ar,Racing Club de Avellaneda...
356c9002,Antonio Candreva,2004-2018,1,ITA,it,Internazionale!Lazio!Li...
efeacd0b,Carlos Orejuela,2005-2017,1,PER,pe,Ayacucho FC!Club Sport E...
0f602616,Jobi McAnuff,2001-2018,1,JAM,jm,Leyton Orient!Reading!W...
adfc9123,Gerard Piqué,2006-2018,1,ESP,es,Barcelona!Zaragoza!Manc...
f2286f20,Peter Whittingham,2002-2018,1,ENG,gb-eng,Cardiff City!Blackburn R...
85f8571a,Branislav Ivanović,2006-2018,1,SRB,rs,Chelsea!FC Zenit Saint P...
92232aad,Mathieu Debuchy,2003-2018,1,FRA,fr,Lille!Arsenal!Saint-Éti...
286fb7e0,William Gallas,1999-2014,0,FRA,fr,Chelsea!Arsenal!Tottenh...
46b066b5,Gennaro Gattuso,1998-2013,0,ITA,it,Milan!FC Sion!Salernitana
930074bb,Yoshito Ōkubo,2001-2017,1,JPN,jp,FC Tokyo!Vissel Kobe!Ka...
afa0d4e0,Mario Mandžukić,2007-2018,1,CRO,hr,Juventus!GNK Dinamo Zagr...
a014c247,Leon Osman,2002-2016,0,ENG,gb-eng,Everton!Derby County!Ca...
03bd0bf4,Naldo,2005-2018,1,BRA,br,Schalke 04!Werder Bremen...
28c4631c,Rod Fanni,2002-2017,0,FRA,fr,Marseille!Rennes!Nice!...
e8cb6c66,Aleksandr Kerzhakov,2001-2017,0,RUS,ru,FC Zenit Saint Petersburg...
8cceca90,Glen Johnson,2002-2018,1,ENG,gb-eng,Stoke City!Liverpool!Po...
ec7e6ad1,Chris Brunt,2003-2018,1,NIR,gb-nir,West Bromwich Albion!She...
89b2c8a9,Dries Mertens,2007-2018,1,BEL,be,Napoli!PSV Eindhoven!AG...
3ca7254a,Pedro,2007-2018,1,ESP,es,Chelsea!Barcelona
5d0d1ec7,Steve von Bergen,2003-2018,1,SUI,ch,BSC Young Boys!Hertha BS...
07cf67f3,Antonio Nocerino,2003-2017,1,ITA,it,Orlando City!Palermo!Mi...
4e56eef6,Teddy Sheringham,1992-2008,0,ENG,gb-eng,Tottenham Hotspur!Manche...
50a2cb6d,Sebastián Saja,2001-2017,0,ARG,ar,Racing Club de Avellaneda...
17f5a888,Cédric Carrasso,2001-2018,1,FRA,fr,Bordeaux!Galatasaray SK,...
e185aa52,Sulley Muntari,2002-2018,1,GHA,gh,Deportivo La Coruña!Udin...
86e7deaf,Thiago Silva,2004-2018,1,BRA,br,Paris Saint-Germain!Mila...
616b3f9a,Nicky Butt,1992-2010,0,ENG,gb-eng,Manchester United!Newcas...
dbb688e3,Tomáš Rosický,2000-2018,1,CZE,cz,AC Sparta Prague!Arsenal...
aa51343f,Kevin Mirallas,2004-2018,1,BEL,be,Everton!Olympiacos FC!L...
ed8f04f1,Santiago Salcedo,2003-2017,1,PAR,py,Club Libertad!Newell's O...
cb4f24c6,Joe Hart,2004-2018,1,ENG,gb-eng,Manchester City!West Ham...
d0bd8589,Angelo Palombo,2001-2017,0,ITA,it,Sampdoria!Fiorentina!In...
3c6089ab,Thomas Müller,2008-2018,1,GER,de,Bayern Munich
568d84b2,Massimo Donati,2000-2018,1,ITA,it,Hamilton Academical!St M...
cfc2ee72,Hernanes,2005-2017,1,BRA,br,São Paulo FC!Hebei China...
464cbbc9,Tom Huddlestone,2003-2018,1,ENG,gb-eng,Derby County!Tottenham H...
6b594e37,Tranquillo Barnetta,2003-2018,1,SUI,ch,FC St. Gallen!Bayer Leve...
35e7440b,Paweł Brożek,2002-2018,1,POL,pl,Wisła Kraków!Trabzonspor...
94508225,Gianluca Zambrotta,1998-2012,0,ITA,it,Juventus!Milan!Barcelon...
32eb0f30,Andriy Shevchenko,1999-2012,0,UKR,ua,Milan!FC Dynamo Kyiv!Ch...
8abd0414,Lúcio,2000-2014,0,BRA,br,Bayern Munich!Internazio...
1d2d5cc8,Steve Mandanda,2007-2018,1,FRA,fr,Marseille!Crystal Palace
6691423e,François Modesto,1999-2016,0,FRA,fr,Monaco!Cagliari!Bastia,...
210d9ecb,Damien Delaney,2000-2018,1,IRL,ie,Crystal Palace!Hull City...
e3bb6738,Stefano Mauri,2001-2017,0,ITA,it,Lazio!Brescia!Udinese!...
f4fd57ba,Lee Bowyer,1996-2012,0,ENG,gb-eng,Leeds United!Birmingham ...
ca7697e0,Daniel Montenegro,1999-2018,1,ARG,ar,Club Atlético Huracán!Cl...
34ccf6fa,Artur Boruc,2002-2017,0,POL,pl,Celtic!Bournemouth!Legi...
1c8c5aed,Cristian Molinaro,2002-2018,1,ITA,it,Torino!Stuttgart!Salern...
a4f94a0d,Christian Gentner,2005-2018,1,GER,de,Stuttgart!Wolfsburg
8fd1ea1f,Andrey Arshavin,2001-2016,0,RUS,ru,FC Zenit Saint Petersburg...
c9112443,Daniel Díaz,2001-2017,0,ARG,ar,Getafe!Boca Juniors!Ros...
df301450,Sergio Floccari,2002-2018,1,ITA,it,SPAL!Lazio!Atalanta!Sa...
82671804,Luiz Gustavo,2007-2018,1,BRA,br,Marseille!Wolfsburg!Hof...
1ec4e202,Benjamin Nivet,2001-2018,1,FRA,fr,Troyes!Caen
27b041d6,Filippo Inzaghi,1998-2012,0,ITA,it,Milan!Juventus!Piacenza
bc35f9b2,Fabian Ernst,1999-2013,0,GER,de,Werder Bremen!Beşiktaş J...
fe2db476,Łukasz Piszczek,2004-2018,1,POL,pl,Borussia Dortmund!Hertha...
a6997e06,Olivier Deschacht,2003-2018,1,BEL,be,Anderlecht
6ce1f46f,Toni Kroos,2007-2018,1,GER,de,Real Madrid!Bayern Munic...
18c5b152,Ryoichi Maeda,2001-2017,1,JPN,jp,Júbilo Iwata!FC Tokyo
52ec54d0,Leonardo Bonucci,2007-2018,1,ITA,it,Juventus!Milan!Treviso,...
71e8d6b0,Juan Carlos Valerón,1999-2016,0,ESP,es,Deportivo La Coruña!Las ...
6a11048a,Andrés D'Alessandro,2001-2017,1,ARG,ar,Sport Club Internacional,...
b6d4bf9d,Amauri,2000-2017,1,ITA,it,New York Cosmos!Juventus...
2d0a99d3,Dwight Yorke,1992-2009,0,TRI,tt,Aston Villa!Manchester U...
78803d03,Bruno,2001-2018,1,ESP,es,Brighton & Hove Albion!A...
70df8d7c,Luis García,2003-2018,1,ESP,es,Eupen!Espanyol!Zaragoza...
21fb0e40,Alessandro Rosina,2002-2018,1,ITA,it,Salernitana!Torino!Sien...
740acaf8,Hugo Almeida,2002-2018,1,POR,pt,AEK Athens FC!HNK Hajduk...
10072610,Claudio Bravo,2005-2018,1,CHI,cl,Real Sociedad!Manchester...
2a13c80b,Jérémie Bréchet,1999-2018,1,FRA,fr,Gazélec Ajaccio!Lyon!So...
80183cb2,David Trezeguet,1999-2014,0,FRA,fr,Juventus!Hércules!Newel...
5d81fb2c,Anthony Le Tallec,2002-2018,1,FRA,fr,FC Astra Giurgiu!Orléans...
ab76b835,Ross McCormack,2003-2018,1,SCO,gb-sco,Melbourne City FC!Leeds ...
8455984a,Christophe Berra,2003-2018,1,SCO,gb-sco,Heart of Midlothian!Ipsw...
b14d84d3,Felipe Melo,2003-2017,1,BRA,br,Sociedade Esportiva Palme...
3d6f05ea,Pierre Webó,2002-2017,0,CMR,cm,Osasuna!Mallorca!Fenerb...
d5bd56a5,Glenn Whelan,2003-2018,1,IRL,ie,Stoke City!Aston Villa!...
70849fc2,Obafemi Martins,2002-2017,1,NGA,ng,Shanghai Greenland Shenhu...
08aa17d0,Antonio Valencia,2005-2018,1,ECU,ec,Manchester United!Wigan ...
23d97ca1,Kevin Phillips,1999-2014,0,ENG,gb-eng,Sunderland!West Bromwich...
bc5b5be5,Fredy Montero,2006-2018,1,COL,co,Sporting CP!Vancouver Wh...
e0edcd05,David Di Michele,1998-2014,0,ITA,it,Reggina!Udinese!Lecce!...
6b6d252d,Ricardo Quaresma,2002-2018,1,POR,pt,Beşiktaş J.K.!Porto!Int...
9d1b8b6b,Michael Ballack,1999-2012,0,GER,de,Bayer Leverkusen!Chelsea...
057a6936,Damien Duff,1997-2015,0,IRL,ie,Fulham!Blackburn Rovers,...
9a7bb136,Peter Clarke,2000-2018,1,ENG,gb-eng,Oldham Athletic!Bury!Hu...
816fd91c,Jonás Gutiérrez,2001-2018,1,ARG,ar,Club Atlético Independien...
7beecde1,Heiko Westermann,2003-2018,1,GER,de,FK Austria Wien!Hamburge...
58721835,Alex,2003-2016,0,BRA,br,Chelsea!PSV Eindhoven!P...
33ff4e8f,Vladimir Marín,2005-2017,1,COL,co,Sportivo Luqueño!Club Li...
6f3a6343,Leonardo Ponzio,2001-2018,1,ARG,ar,Club Atlético River Plate...
c026089c,Raúl Tamudo,1999-2015,0,ESP,es,Espanyol!Rayo Vallecano,...
1c95e93d,Olof Mellberg,1999-2014,0,SWE,se,Aston Villa!Olympiacos F...
05428bc9,Sidney Govou,1999-2013,0,FRA,fr,Lyon!Evian!Panathinaikos FC
dab343fe,Tobias Hysén,2001-2017,1,SWE,se,IFK Göteborg!Djurgårdens...
594d4046,Landon Donovan,2001-2018,1,USA,us,LA Galaxy!León!San Jose...
d5dd5f1f,Pierre-Emerick Aubameyang,2009-2018,1,GAB,ga,Borussia Dortmund!Arsena...
26f2473f,Gorka Iraizoz,2004-2018,1,ESP,es,Athletic Bilbao!Girona!...
15825726,Fábio,2003-2017,1,BRA,br,Cruzeiro Esporte Clube!C...
928198e6,Tommaso Rocchi,2001-2015,0,ITA,it,Lazio!Empoli!Padova!Sz...
9f472354,Shane Long,2005-2018,1,IRL,ie,Southampton!Reading!Wes...
16ceb862,Olivier Giroud,2009-2018,1,FRA,fr,Arsenal!Chelsea!Montpel...
0ca2065f,Stefan Ishizaki,2001-2017,1,SWE,se,AIK Fotboll!IF Elfsborg,...
dba67bc4,Zlatko Junuzović,2004-2018,1,AUT,at,Werder Bremen!FK Austria...
3f5b4635,Daniel Congré,2004-2018,1,FRA,fr,Montpellier!Toulouse
15e9c7e6,Nani,2005-2018,1,POR,pt,Lazio!Manchester United,...
148d4105,Mathieu Flamini,2003-2018,1,FRA,fr,Arsenal!Getafe!Milan!M...
e97150c0,Jérémy Morel,2006-2018,1,FRA,fr,Lyon!Lorient!Marseille
16cabe2a,Alessandro Nesta,1998-2013,0,ITA,it,Milan!Lazio!Montreal Impact
69697a6d,Joan Capdevila,1999-2015,0,ESP,es,Deportivo La Coruña!Vill...
fbc5d136,Maicon Sisenando,2003-2017,1,BRA,br,Internazionale!Avaí FC!...
baa6295e,Christian Marrugo,2006-2018,1,COL,co,Independiente Medellín!P...
c221f149,Joe Ledley,2004-2018,1,WAL,gb-wal,Derby County!Cardiff Cit...
e304acd5,Claudio Marchisio,2006-2018,1,ITA,it,Juventus!Empoli
ba7c6d25,Ikechukwu Uche,2001-2018,1,NGA,ng,Gimnàstic!Recreativo!Vi...
f23bcfa3,Mark van Bommel,2000-2013,0,NED,nl,PSV Eindhoven!Bayern Mun...
8056f6e6,Steven Pienaar,2001-2018,1,RSA,za,Bidvest Wits FC!Everton,...
3b99b9e1,Mevlüt Erdinç,2005-2018,1,TUR,tr,İstanbul Başakşehir FK!P...
99b865b7,Julio Domínguez,2006-2018,1,MEX,mx,Cruz Azul!Club Rubio Ñu,...
c8722aeb,Jádson,2003-2017,1,BRA,br,Sport Club Corinthians Pa...
e8c9f4e9,Billy Sharp,2004-2018,1,ENG,gb-eng,Sheffield United!Doncast...
040d8500,Nelson Valdez,2002-2017,1,PAR,py,Cerro Porteño!Borussia D...
17cd5bb7,Alberto Lopo,1999-2017,0,ESP,es,Deportivo La Coruña!Espa...
db0cd1ae,Alexis,2003-2018,1,ESP,es,Alavés!Getafe!Valencia,...
fd16fd2f,Damián Álvarez,2001-2018,1,MEX,mx,UANL!Pachuca!Morelia!C...
bd513ca4,Ariel Ibagaza,1999-2015,0,ARG,ar,Mallorca!Atlético Madrid...
728c9139,Jean Makoun,2002-2017,0,CMR,cm,Lille!Lyon!Rennes!Anta...
6025fab1,Luka Modrić,2007-2018,1,CRO,hr,Real Madrid!Tottenham Ho...
c75d2fba,Morten Gamst Pedersen,2000-2017,1,NOR,no,Tromsø IL!Blackburn Rove...
7af7fbd8,Adrian Mutu,1999-2016,0,ROU,ro,Fiorentina!Hellas Verona...
f6014550,Sebastián Domínguez,2001-2017,0,ARG,ar,Club Atlético Vélez Sarsf...
87575fd9,Marouane Fellaini,2006-2018,1,BEL,be,Manchester United!Everto...
71bc7742,Renato Civelli,2003-2018,1,ITA,ar,Club Atlético Banfield!N...
fa937f7a,Éver Banega,2006-2018,1,ARG,ar,Sevilla!Valencia!Boca J...
f7ec06db,Sébastien Squillaci,2002-2017,0,FRA,fr,Monaco!Bastia!Lyon!Sev...
b04b9530,Mirko Vučinić,2000-2014,0,MNE,me,Roma!Lecce!Juventus
df69b544,Antoine Griezmann,2009-2018,1,FRA,fr,Atlético Madrid!Real Soc...
9b74ce00,Alou Diarra,2002-2017,0,FRA,fr,Bordeaux!Lens!Charlton ...
3cd2fd3b,Laurent Batlles,1999-2012,0,FRA,fr,Toulouse!Bordeaux!Greno...
80a30989,Ruud van Nistelrooy,2000-2012,0,NED,nl,Manchester United!Real M...
ed083afd,Steve Sidwell,2002-2017,0,ENG,gb-eng,Reading!Fulham!Brighton...
269db7d5,Fernando Belluschi,2002-2018,1,ARG,ar,San Lorenzo de Almagro!N...
756959aa,Blerim Džemaili,2003-2018,1,SUI,ch,Bologna!Montreal Impact,...
53cad200,César Azpilicueta,2007-2018,1,ESP,es,Chelsea!Osasuna!Marseille
17940e1b,Diego Vera,2006-2018,1,URU,uy,Club General Díaz!Club A...
f619413f,Júlio César,2003-2018,1,BRA,br,Internazionale!Benfica!...
a190d597,Diego Costa,2007-2018,1,ESP,es,Atlético Madrid!Chelsea,...
7106e4fe,Louis Saha,1998-2013,0,FRA,fr,Manchester United!Everto...
ba23a904,Jan Vertonghen,2006-2018,1,BEL,be,Tottenham Hotspur!AFC Aj...
0ac9ccc1,Gökdeniz Karadeniz,2001-2018,1,TUR,tr,FC Rubin Kazan!Trabzonspor
a49fd565,Vasili Berezutski,2001-2018,1,RUS,ru,PFC CSKA Moscow!FC Moscow
07869028,Stephen Warnock,2002-2018,1,ENG,gb-eng,Bradford City!Burton Alb...
17b1a0ee,Julio Álvarez,2000-2017,0,VEN,ve,Numancia!Real Murcia!Ra...
5ab0ea87,Sergio Busquets,2008-2018,1,ESP,es,Barcelona
d8a22e59,Juanfran,1999-2016,0,ESP,es,Levante!Celta Vigo!Zara...
244bc211,Theofanis Gekas,2002-2017,0,GRE,gr,Kallithea FC!Bayer Lever...
51ef13b9,Harry Kewell,1995-2014,0,AUS,au,Leeds United!Liverpool!...
5e6758f3,Oribe Peralta,2004-2018,1,MEX,mx,América!Santos Laguna!M...
340d2a24,Jussi Jääskeläinen,2001-2017,0,FIN,fi,Bolton Wanderers!West Ha...
73cd0a2a,Víctor Casadesús,2004-2018,1,ESP,es,Tenerife!Mallorca!Levan...
2c9c3502,Steven Fletcher,2003-2018,1,SCO,gb-sco,Sheffield Wednesday!Hibe...
f3d0d85e,Mattia Cassani,2002-2018,1,ITA,it,Bari!Palermo!Hellas Ver...
fd3777f5,Óscar Bagüí,2006-2017,1,ECU,ec,Club Sport Emelec!Centro...
a0886d18,Dion Dublin,1992-2008,0,ENG,gb-eng,Aston Villa!Coventry Cit...
790ca5f3,Marouane Chamakh,2002-2017,0,MAR,ma,Bordeaux!Crystal Palace,...
b4a8c86b,Jonathan Fabbro,2001-2018,1,PAR,py,Lobos BUAP!Cerro Porteño...
bd03e973,Carlos Lobatón,2005-2017,1,PER,pe,Sporting Cristal!Cienciano
7c881089,James Beattie,1998-2013,0,ENG,gb-eng,Southampton!Sheffield Un...
20f187ba,Steven Thompson,2000-2016,0,SCO,gb-sco,St Mirren!Cardiff City!...
fed5f993,Danilo Larangeira,2005-2018,1,BRA,br,Udinese!Clube Atlético P...
6fe90922,Ivan Perišić,2008-2018,1,CRO,hr,Internazionale!Club Brug...
3c6dd260,Ludovic Obraniak,2003-2018,1,POL,pl,Auxerre!Lille!Bordeaux,...
7eb1f7c2,Mariano Pavone,2001-2017,0,ARG,ar,Estudiantes de La Plata!...
18247419,Antonio Meza Cuadra,2005-2017,1,PER,pe,Sport Huancayo!Alianza A...
38ac43d3,Sami Khedira,2006-2018,1,GER,de,Juventus!Real Madrid!St...
fbf3272e,Jakob Poulsen,2003-2018,1,DEN,dk,FC Midtjylland!Esbjerg f...
93b21179,Alexander Farnerud,2002-2017,1,SWE,se,BK Häcken!BSC Young Boys...
61219b93,Andreas Isaksson,2001-2017,1,SWE,se,Djurgårdens IF Fotboll!P...
627650df,Óscar,2001-2016,0,ESP,es,Valladolid!Zaragoza!Oly...
71d4e271,José Manuel Jurado,2005-2018,1,ESP,es,Espanyol!Atlético Madrid...
f9a72ca4,Arouna Koné,2003-2018,1,CIV,ci,Sivasspor!PSV Eindhoven,...
13d41642,Duda,2001-2017,0,POR,pt,Málaga!Sevilla!Levante
e0cd04e0,Carlos Vela,2006-2018,1,MEX,mx,Real Sociedad!Arsenal!O...
cac76a72,Stéphane Ruffier,2007-2018,1,FRA,fr,Saint-Étienne!Monaco
6a3aaf62,Roberto Carlos,1999-2012,0,BRA,br,Real Madrid!Fenerbahçe S...
1aa72854,Fernando Soriano,2001-2016,0,ESP,es,Almería!Zaragoza!Recrea...
68796d61,Shinji Okazaki,2006-2018,1,JPN,jp,Leicester City!Shimizu S...
5eae500a,Romelu Lukaku,2009-2018,1,BEL,be,Manchester United!Everto...
22cd2356,Roy Makaay,1999-2010,0,NED,nl,Deportivo La Coruña!Baye...
e6e11f33,Mauricio Molina,2003-2017,1,COL,co,Independiente Medellín!F...
6438d426,Ryan Babel,2003-2018,1,NED,nl,Beşiktaş J.K.!Liverpool,...
7cbeb80c,Brede Hangeland,2001-2016,0,NOR,no,Fulham!Viking FK!FC Cop...
42ec696a,Igor Akinfeev,2003-2018,1,RUS,ru,PFC CSKA Moscow
2475dcc6,Dušan Tadić,2006-2018,1,SRB,rs,Southampton!FK Vojvodina...
09a9e921,Carlos Bacca,2009-2018,1,COL,co,Villarreal!Sevilla!Juni...
c8a88acd,Silvio Proto,2003-2018,1,BEL,be,Anderlecht!Olympiacos FC...
d4cb83cc,Nacho Monreal,2006-2018,1,ESP,es,Arsenal!Osasuna!Málaga
853b902b,Iván Córdoba,1999-2012,0,COL,co,Internazionale!Perugia
ff527768,Mark Noble,2004-2018,1,ENG,gb-eng,West Ham United!Ipswich Town
6ae62163,Youssouf Hadji,1999-2018,1,MAR,ma,Nancy!Rennes!Bastia!El...
8dbff17c,Adil Rami,2006-2018,1,FRA,fr,Marseille!Lille!Valenci...
1f9328da,Radja Nainggolan,2007-2018,1,BEL,be,Roma!Cagliari!Piacenza
fd4fa092,Ian Harte,1995-2015,0,IRL,ie,Leeds United!Reading!Le...
707e472c,Marcelo Zalayeta,1998-2016,0,URU,uy,Peñarol!Juventus!Napoli...
c3fd9887,Vedad Ibišević,2004-2018,1,BIH,ba,Hertha BSC!Hoffenheim!S...
189cee7b,Javier Hernández,2006-2018,1,MEX,mx,West Ham United!Manchest...
d596e193,Heurelho Gomes,2003-2018,1,BRA,br,Watford!PSV Eindhoven!T...
5a529d5a,Gaël Danic,2000-2018,1,FRA,fr,Lorient!Valenciennes!Ba...
2acd49b9,Moussa Sissoko,2007-2018,1,FRA,fr,Tottenham Hotspur!Toulou...
dd8ab3d6,Zoumana Camara,1998-2015,0,FRA,fr,Paris Saint-Germain!Sain...
25b11ac7,Álvaro Recoba,1998-2015,0,URU,uy,Internazionale!Club Naci...
def14f68,David Albelda,1999-2013,0,ESP,es,Valencia
b69261a0,Oscar Wendt,2003-2018,1,SWE,se,Borussia Mönchengladbach,...
93cdc601,Ángel López,2000-2016,0,ESP,es,Celta Vigo!Las Palmas!V...
6024db6b,Kengo Nakamura,2005-2017,1,JPN,jp,Kawasaki Frontale
11fcbfe7,Rolando Bianchi,2001-2017,0,ITA,it,Torino!Reggina!Atalanta...
7d7bdee6,Danny Graham,2003-2018,1,ENG,gb-eng,Blackburn Rovers!Carlisl...
6fd1ba62,Markel Susaeta,2007-2018,1,ESP,es,Athletic Bilbao
111c668a,José Luis Martí,2001-2015,0,ESP,es,Mallorca!Sevilla!Teneri...
4dba2a97,Luca Rigoni,2002-2018,1,ITA,it,Genoa!Chievo!Vicenza!P...
887b89b8,Frank Rost,1999-2011,0,GER,de,Hamburger SV!Schalke 04,...
5f9f0531,Aaron Hunt,2004-2018,1,GER,de,Hamburger SV!Werder Brem...
e1e0b05f,Shaun Wright-Phillips,2000-2017,1,ENG,gb-eng,Phoenix Rising!Mancheste...
01ceeb0f,Lorik Cana,2002-2016,0,ALB,al,Marseille!Lazio!Paris S...
bd4f5f94,Andrea Raggi,2004-2018,1,ITA,it,Monaco!Empoli!Bologna!...
5e98c186,Steven Naismith,2003-2018,1,SCO,gb-sco,Norwich City!Heart of Mi...
362aa29d,Alexander Meier,2001-2018,1,GER,de,Eintracht Frankfurt!Hamb...
6167875f,Sebastian Kehl,2000-2015,0,GER,de,Borussia Dortmund!Freiburg
4786c8d5,Martin Stranzl,1999-2016,0,AUT,at,Borussia Mönchengladbach,...
087b932d,Sami Hyypiä,1999-2011,0,FIN,fi,Liverpool!Bayer Leverkusen
c39a5c6b,Leo Franco,1999-2016,0,ARG,ar,Atlético Madrid!Mallorca...
ac310c39,Seigo Narazaki,2001-2017,1,JPN,jp,Nagoya Grampus
1a4542c8,El Hadji Diouf,1999-2014,0,SEN,sn,Bolton Wanderers!Blackbu...
016828bd,Éric Abidal,2000-2015,0,FRA,fr,Barcelona!Lyon!Lille!M...
52038813,Esteban Paredes,2006-2017,1,CHI,cl,Colo-Colo!Santiago Morni...
c90977db,Fabián Orellana,2005-2018,1,CHI,cl,Eibar!Celta Vigo!Audax ...
5a325298,Éder,2004-2018,1,ITA,it,Internazionale!Sampdoria...
6b200d45,Loïc Perrin,2004-2018,1,FRA,fr,Saint-Étienne
b4c3070a,Davide Biondini,2003-2018,1,ITA,it,Sassuolo!Cagliari!Vicen...
711ca65b,Marcelinho Paraíba,2000-2015,0,BRA,br,Hertha BSC!Sport Club do...
2ea16583,Neil Sullivan,1992-2013,0,SCO,gb-sco,Doncaster Rovers!Wimbled...
9f0fb63c,Paul Gallagher,2002-2018,1,SCO,gb-sco,Preston North End!Leices...
0fa7ec78,Francesco Antonioli,1998-2012,0,ITA,it,Bologna!Roma!Cesena!Sa...
d607e02f,Marco Cassetti,2000-2016,0,ITA,it,Roma!Lecce!Watford!Hel...
46d50339,Christophe Jallet,2006-2018,1,FRA,fr,Nice!Paris Saint-Germain...
c886b062,Jefferson Farfán,2004-2018,1,PER,pe,FC Lokomotiv Moscow!Scha...
8ff07990,Mario Balotelli,2007-2018,1,ITA,it,Nice!Internazionale!Mil...
79974582,Matt Oakley,1995-2017,0,ENG,gb-eng,Southampton!Exeter City,...
44557475,Júlio Baptista,2003-2016,0,BRA,br,Roma!Real Madrid!Sevill...
fdac06ea,Alan Smith,1998-2018,1,ENG,gb-eng,Notts County!Leeds Unite...
eda40760,Aleksandar Kolarov,2006-2018,1,SRB,rs,Roma!Manchester City!La...
c7df693b,Aiden McGeady,2003-2018,1,IRL,ie,Sunderland!Celtic!FC Sp...
c827ff8e,Jussiê,2003-2016,0,BRA,br,Bordeaux!Lens!Cruzeiro ...
cfaf9525,Dayro Moreno,2006-2017,1,COL,co,Atlético Nacional!Once C...
d045ccb2,Andreas Ivanschitz,2003-2018,1,AUT,at,FC Viktoria Plzeň!Mainz ...
c1de9074,Souleymane Diawara,1999-2015,0,SEN,sn,Marseille!Sochaux!Borde...
13f89eaa,Daniele Gastaldello,2004-2018,1,ITA,it,Brescia!Sampdoria!Bolog...
6e4df551,Alejandro Gómez,2005-2018,1,ARG,ar,Atalanta!Catania!Arsena...
